State,City,Country,latitude,longitude
,Portland,UK,50.5672516,-2.4472529
Florida,Portsmouth Lane,US,27.2576768494143,-80.41416759388898
,Portsmouth Lane,UK,51.01386151162327,-0.09460946348542303
Florida,Prince John Lane,US,29.525057251404863,-81.21416464812675
Florida,Prince Michael Lane,US,29.52744473794572,-81.21104074090101
Florida,Queen Anne Boulevard,US,28.07563383260737,-82.73271419653985
Florida,Queen Anne Court,US,28.66901626517783,-81.27698394578827
,Queen Anne Court,UK,51.82914893557303,-2.2760867499206836
Florida,Queen Anne Road,US,26.651445088125495,-80.13600723845077
,Queen Anne Road,UK,51.543463755902515,-0.04457759181563657
Florida,Queen Elizabeth Court,US,27.514639600000002,-80.31879735
,Queen Elizabeth Court,UK,53.31737545,-3.815773030991362
Florida,Queen Elizabeth Way,US,26.555632556468282,-81.88159149193311
,Queen Elizabeth Way,UK,53.67601139244434,-0.4326856753734122
Florida,Queen Victoria Avenue,US,30.088775963503387,-81.60476566529323
,Queen Victoria Avenue,UK,51.54547685,-0.30429999999999996
Florida,Queen Victoria Drive,US,28.660940768401804,-81.8623285455507
,Queen Victoria Drive,UK,55.88166936339606,-4.350306484169617
Florida,Queens Park,US,26.1200492,-81.7449329
,Queens Park,UK,55.8353494,-4.2669649
Florida,Ramsey Beach,US,30.4465862,-87.3510865
Florida,Reading Road,US,28.56072329410098,-81.39432832744352
,Reading Road,UK,51.555113118232086,-0.3567623630228495
,Richmond,UK,51.4405529,-0.3076394377337949
Florida,Ridgewood,US,27.891415,-81.9136941
,Ridgewood,UK,50.9578051,0.1018509
Florida,Riverdale,US,26.7048471,-81.7204081
,Riverdale,UK,53.3695757,-1.5204038548487837
Florida,Runnymede,US,28.2842496,-81.24722819513059
,Runnymede,UK,51.3948374,-0.5519609464752796
Florida,Rutland,US,28.8530405,-82.2134239
,Rutland,UK,52.6423036,-0.6632643077026672
Florida,Salisbury Road,US,30.249648183287206,-81.58973145870085
,Salisbury Road,UK,51.4592788851911,-0.44447823820770765
Florida,Saxton,US,30.0119077,-82.0834544
,Saxton,UK,53.8254783,-1.2770117
Florida,Scarborough,US,26.1067379,-80.29347209425023
,Scarborough,UK,54.2820009,-0.4011868
Florida,Sheffield Circle,US,27.366175098719328,-80.37280774690917
Florida,Sherwood Forest,US,30.4099605,-81.7242665
,Sherwood Forest,UK,53.207869450000004,-1.0824054452014815
Florida,Shrewsbury Lane,US,27.550273638444235,-82.43305944786822
,Shrewsbury Lane,UK,51.471388906889,0.06845852818933347
Florida,Shrewsbury Road,US,28.574238676803276,-81.35949985056094
,Shrewsbury Road,UK,51.54611647686655,0.04112935315458033
Florida,Southbank,US,30.04332940928901,-81.79641582246417
,Southbank,UK,57.1752773,-2.1427640790144302
Florida,Southend,US,26.52152351341736,-80.13809006723925
,Southend,UK,51.5388241,0.7128137
Florida,Southgate,US,27.3109799,-82.51150272767066
,Southgate,UK,51.6323183,-0.1277858
Florida,Southport,US,30.2893655,-85.6404834
,Southport,UK,53.6475988,-3.0041751
Florida,Southside,US,27.311387,-82.5337187
,Southside,UK,55.944427,-3.1837817
Florida,Springfield,US,30.1532572,-85.6113154
,Springfield,UK,51.7510122,0.4969225
Florida,St. Catherine,US,28.6102718,-82.1381407
,St. Catherine,UK,51.428017800000006,-2.332341258504439
Florida,Sudbury Lane,US,26.324751693947075,-81.81303896625239
,Sudbury Lane,UK,51.691051106461124,-1.4331752486991447
Florida,Suffolk Road,US,28.58529040008843,-81.36817804535805
,Suffolk Road,UK,51.399516445063085,-0.07596479431651226
Florida,Sussex,US,26.0985002,-81.7017875
,Sussex,UK,50.94451385000001,-0.062267328417847545
Florida,Sussex Place,US,26.0985002,-81.7017875
,Sussex Place,UK,51.5600265,-1.7633129871076232
Florida,Templeton Lane,US,26.588043988075007,-81.74554001763214
,Templeton Lane,UK,50.91878591029881,-3.608873066398301
Florida,Tisbury Lane,US,26.761538212954953,-81.90785956045914
,Tisbury Lane,UK,51.061005,-2.0787884
Florida,Upshire Path,US,29.447593308189052,-81.17846435375266
Florida,Walsingham,US,27.8772452,-82.7976025
,Walsingham,UK,52.8942426,0.8734457
Florida,Warrington,US,30.383299,-87.29768138196758
,Warrington,UK,53.4018582,-2.5680223597163048
Florida,Warwick Hills,US,28.57594574888345,-81.17453883654088
,Warwick Hills,UK,52.45278759999999,-1.8385108962513423
Florida,Washington County,US,30.6009343,-85.6762025
,Washington County,UK,54.8813202,-1.5601512
Florida,Watergate,US,26.3352443,-80.21128358479481
,Watergate,UK,50.3637443,-4.4847592
Florida,Wellington,US,26.63799875,-80.25590780868578
,Wellington,UK,50.978376,-3.2275504
Florida,Wesley Chapel,US,28.1866014,-82.36612096903323
,Wesley Chapel,UK,53.994044099999996,-1.5416122926305962
Florida,Westbury,US,30.5055194,-84.34216012951309
,Westbury,UK,51.261079,-2.1836535
Florida,Westchester,US,25.7548224,-80.3272741
,Westchester,UK,52.22387405,0.09038813209828343
Florida,Westminster,US,28.63413585,-81.36915451279171
,Westminster,UK,51.5004439,-0.1265398
Florida,Westmoreland,US,28.56008242446839,-81.39378940425117
,Westmoreland,UK,51.3788171,-2.3695986
Florida,Westside,US,30.24574455,-81.76666134109823
,Westside,UK,56.7884505,-2.6447968
Florida,Wickham Park,US,28.1643011,-80.66372488298236
,Wickham Park,UK,50.8986338,-1.1863708691176647
Florida,Winchester Estates,US,28.167235556639984,-82.01186653183304
,Winchester Estates,UK,52.53688290548866,-1.462993788665612
Florida,Windermere,US,28.4944695,-81.5345547
,Windermere,UK,54.3794828,-2.9061994
Florida,Windlesham Court,US,30.317453428407408,-81.51252876426402
,Windlesham Court,UK,51.375381898131884,-0.6626918819991573
Florida,"Windsor, Alachua County",US,29.6466349,-82.186211
Florida,"Windsor, Indian River County",US,27.7871367,-80.4097395
Florida,Woodburn,US,27.99402070044474,-81.92553137880455
,Woodburn,UK,55.1681075,-2.16079
Florida,Woodstock,US,28.601208749999998,-81.46578959690837
,Woodstock,UK,51.8474887,-1.3545343
Florida,Worthington Springs,US,29.9294072,-82.4234469
,Worthington Springs,UK,53.4816733,-2.0641955000000003
Florida,Victoria Park,US,30.20779765,-81.60985503864018
,Victoria Park,UK,51.53901945,-0.03429630095839822
Florida,York,US,29.1502535,-82.3000971
,York,UK,53.96565785,-1.0743052444639218
Florida,Yorkshire,US,28.0092005,-82.695915
,Yorkshire,UK,53.9825271,-1.3852499932684972
Georgia,Bainbridge,US,30.9038252,-84.5754768
,Bainbridge,UK,54.3075892,-2.1029831
Georgia,Barwick,US,30.8930659,-83.73927559324176
,Barwick,UK,53.8303148,-1.3935486
Georgia,Boston,US,30.7918613,-83.7898868
,Boston,UK,52.9776561,-0.0237985
Georgia,Chatsworth,US,34.7665942,-84.7698842
,Chatsworth,UK,51.03208375,-0.8754677892445831
Georgia,Claxton,US,32.1615815,-81.9040047
,Claxton,UK,54.65109335,-1.2653415296635335
Georgia,Covington,US,33.5966005,-83.8598742
,Covington,UK,52.32818685,-0.4469595426964653
Georgia,Hull,US,34.0148352,-83.2937659
,Hull,UK,53.76238625,-0.3301213755327681
Georgia,Manchester,US,32.8542621,-84.6202762
,Manchester,UK,53.4794892,-2.2451148
Georgia,Mansfield,US,33.5182677,-83.7353456
,Mansfield,UK,53.1443785,-1.1964165
Georgia,Oxford,US,33.6190031,-83.8674052
,Oxford,UK,51.7520131,-1.2578499
Georgia,Preston,US,32.0659918,-84.537417
,Preston,UK,53.7593363,-2.6992717
Georgia,Putney,US,31.478353,-84.09905211804943
,Putney,UK,51.4625314,-0.2163018
Georgia,Royston,US,34.2870503,-83.1101483
,Royston,UK,52.0472741,-0.0246467
Georgia,Warwick,US,31.8310072,-83.9187886
,Warwick,UK,52.2814519,-1.5815742
Georgia,Washington,US,32.9619979,-82.7748026
,Washington,UK,54.898614,-1.528827
Georgia,Winchester,US,32.4182085,-83.9576852
,Winchester,UK,51.0612766,-1.3131692
Hawaii,Whitmore Village,US,21.512238500000002,-158.027876711744
,Whitmore Village,UK,52.96074445,-2.302348078760124
Idaho,Burley,US,42.5357428,-113.792794
,Burley,UK,50.8266,-1.70164
Illinois,Birmingham Township,US,41.7902072,-88.26095944640296
Illinois,Chester,US,37.9136628,-89.8220505
,Chester,UK,53.1908873,-2.8908955
Illinois,Chesterfield,US,39.2550463,-90.063163
,Chesterfield,UK,53.2352134,-1.4264097
Illinois,Colchester,US,40.4264306,-90.7926324
,Colchester,UK,51.8896903,0.8994651
Illinois,Cumberland County,US,39.2744299,-88.2423795
Illinois,Enfield,US,38.0994913,-88.3375447
,Enfield,UK,51.6520851,-0.0810175
Illinois,Hull,US,39.7069907,-91.2068089
,Hull,UK,53.76238625,-0.3301213755327681
Illinois,Huntley,US,42.1722503,-88.42692
,Huntley,UK,51.87397555,-2.4107123774961106
Illinois,Manchester,US,39.5422692,-90.3323435
,Manchester,UK,53.4794892,-2.2451148
Illinois,Truro Township,US,42.033149249999994,-88.10515415
Illinois,White Hall,US,39.4368807,-90.4024169
,White Hall,UK,51.4347249,0.6014383
Illinois,Winchester,US,39.62973,-90.4562813
,Winchester,UK,51.0612766,-1.3131692
Illinois,Woodstock,US,42.3147529,-88.4474302
,Woodstock,UK,51.8474887,-1.3545343
Indiana,Avon,US,39.7628227,-86.3997168
,Avon,UK,52.09345017470979,-1.9404751347557299
Indiana,Bedford,US,38.8611619,-86.4872149
,Bedford,UK,52.1363806,-0.4675041
Indiana,Bristol,US,41.7214415,-85.8175361
,Bristol,UK,51.4538022,-2.5972985
Indiana,Carlisle,US,38.9622119,-87.4028708
,Carlisle,UK,54.8948478,-2.9362311
Indiana,Cumberland,US,39.7761534,-85.9572036
,Cumberland,UK,54.67842505,-3.304001955591123
Indiana,Darlington,US,40.1100401,-86.7719507
,Darlington,UK,54.5242081,-1.5555812
Indiana,Manchester,US,40.0978189,-86.904174
,Manchester,UK,53.4794892,-2.2451148
Indiana,Manchester Township,US,39.14783305,-85.01306309470951
Indiana,New Carlisle,US,41.7003231,-86.5094621
Indiana,New London,US,40.4433708,-86.2713848
,New London,UK,58.8356775,-2.8993399454931374
Indiana,Oxford,US,40.5197588,-87.2477925
,Oxford,UK,51.7520131,-1.2578499
Indiana,Plymouth,US,41.3436555,-86.3097278
,Plymouth,UK,50.3714122,-4.1424451
Indiana,Washington,US,38.5612578,-86.1179768
,Washington,UK,54.898614,-1.528827
Indiana,Winchester,US,40.1719892,-84.9813549
,Winchester,UK,51.0612766,-1.3131692
Indiana,Worthington,US,39.1185576,-86.976599
,Worthington,UK,52.781203,-1.3964134
Iowa,Abingdon,US,41.0822387,-92.1390672
,Abingdon,UK,51.6714842,-1.2779715
Iowa,Ackworth,US,41.366012,-93.4734697
,Ackworth,UK,53.641855,-1.3402145
Iowa,Alton,US,42.9872149,-96.0105286
,Alton,UK,51.1489036,-0.9757677
Iowa,Bedford,US,40.6680798,-94.719957
,Bedford,UK,52.1363806,-0.4675041
Iowa,Birmingham,US,40.8790701,-91.9484649
,Birmingham,UK,52.4796992,-1.9026911
Iowa,Brighton,US,41.1748831,-91.8199303
,Brighton,UK,50.8214626,-0.1400561
Iowa,Cambridge,US,41.8990768,-93.5294029
,Cambridge,UK,52.2055314,0.1186637
Iowa,Carlisle,US,41.4986831,-93.4867511
,Carlisle,UK,54.8948478,-2.9362311
Iowa,Chatsworth,US,42.9156667,-96.5159408
,Chatsworth,UK,51.03208375,-0.8754677892445831
Iowa,Chelsea,US,41.9187423,-92.3942415
,Chelsea,UK,51.4875167,-0.1687007
Iowa,Cumberland,US,41.2730307,-94.8703338
,Cumberland,UK,54.67842505,-3.304001955591123
Iowa,Derby,US,40.9318785,-93.455871
,Derby,UK,52.9142235,-1.4719885461266053
Iowa,Dorchester,US,43.4706986,-91.5090859
,Dorchester,UK,50.7132064,-2.4371229
Iowa,Ely,US,41.8726859,-91.5854027
,Ely,UK,52.3990199,0.262039
Iowa,Epworth,US,42.4450016,-90.9320766
,Epworth,UK,53.5249277,-0.8201895
Iowa,Essex,US,40.8333176,-95.307168
,Essex,UK,51.77046785,0.46466977412300386
Iowa,Hampton,US,42.7424776,-93.2080861
,Hampton,UK,51.4150272,-0.3691409
Iowa,Hartley,US,43.1800215,-95.4769635
,Hartley,UK,54.4636607,-2.3132626175402757
Iowa,Hull,US,43.1897632,-96.1338818
,Hull,UK,53.76238625,-0.3301213755327681
Iowa,Keswick,US,41.4527993,-92.2394899
,Keswick,UK,54.6009812,-3.1375822
Iowa,Leeds,US,42.541115,-96.3600248
,Leeds,UK,53.7974185,-1.5437941
Iowa,Manchester,US,42.4840907,-91.4555379
,Manchester,UK,53.4794892,-2.2451148
Iowa,Matlock,US,43.2433363,-95.9351617
,Matlock,UK,53.1374514,-1.5544694
Iowa,New London,US,40.9260197,-91.402859
,New London,UK,58.8356775,-2.8993399454931374
Iowa,Otley,US,41.4647917,-93.034328
,Otley,UK,53.9055083,-1.6938874
Iowa,Oxford,US,41.7233582,-91.7907361
,Oxford,UK,51.7520131,-1.2578499
Iowa,Radcliffe,US,42.3155632,-93.4338093
,Radcliffe,UK,53.5593382,-2.3261546
Iowa,Sheffield,US,42.8933721,-93.2154756
,Sheffield,UK,53.3806626,-1.4702278
Iowa,Stockport,US,40.8571734,-91.83365
,Stockport,UK,53.407901,-2.160243
Iowa,Washington,US,41.3160082,-91.7340327
,Washington,UK,54.898614,-1.528827
Iowa,Waterloo,US,42.498275,-92.3328743
,Waterloo,UK,51.5030015,-0.1139812
Kansas,Alton,US,39.4709268,-98.9481551
,Alton,UK,51.1489036,-0.9757677
Kansas,Bentley,US,37.8861228,-97.516988
,Bentley,UK,51.989667,1.075096
Kansas,Berwick,US,39.933333,-95.844714
,Berwick,UK,55.7692442,-2.0026472
Kansas,Buxton,US,37.4483826,-95.9205379
,Buxton,UK,53.2593422,-1.9100768
Kansas,Clayton,US,39.7375045,-100.1776352
,Clayton,UK,53.7814093,-1.8181026
Kansas,Derby,US,37.5455735,-97.2689331
,Derby,UK,52.9142235,-1.4719885461266053
Kansas,Devon,US,37.92226,-94.8191316
,Devon,UK,50.724140500000004,-3.6607788161410735
Kansas,Effingham,US,39.5222207,-95.4008084
,Effingham,UK,51.271863,-0.3977913
Kansas,Farlington,US,37.6178239,-94.8277441
,Farlington,UK,54.1019287,-1.0612258
Kansas,Kensington,US,39.766956,-99.031751
,Kensington,UK,51.4989948,-0.1991229
Kansas,Lancaster,US,39.5727762,-95.3027512
,Lancaster,UK,54.0484068,-2.7990345
Kansas,Lincoln,US,39.0343606,-98.2155504
,Lincoln,UK,53.2293545,-0.5404819
Kansas,Manchester,US,39.094719,-97.324746
,Manchester,UK,53.4794892,-2.2451148
Kansas,Oxford,US,37.2741908,-97.1689296
,Oxford,UK,51.7520131,-1.2578499
Kansas,Richmond,US,38.4027955,-95.2538631
,Richmond,UK,51.4405529,-0.3076394377337949
Kansas,Stafford,US,38.0350094,-98.718816
,Stafford,UK,52.8063157,-2.1163818
Kansas,Wakefield,US,39.2168188,-97.0145406
,Wakefield,UK,53.6829541,-1.4967286
Kansas,Washington,US,39.7887478,-97.0917391
,Washington,UK,54.898614,-1.528827
Kansas,Westmoreland,US,39.392991,-96.412993
,Westmoreland,UK,51.3788171,-2.3695986
Kansas,Winchester,US,39.3222209,-95.2669155
,Winchester,UK,51.0612766,-1.3131692
Kentucky,Barnsley,US,37.2569893,-87.4897205
,Barnsley,UK,53.5527719,-1.4827755
Kentucky,Birmingham,US,36.9064438,-88.2236421
,Birmingham,UK,52.4796992,-1.9026911
Kentucky,"Boston, Louisville",US,38.2372927,-85.4352363
Kentucky,"Boston, Nelson County",US,37.787563,-85.6727374
Kentucky,Bromley,US,39.0820043,-84.5602215
,Bromley,UK,51.4028046,0.0148142
Kentucky,Cambridge,US,38.2217369,-85.616627
,Cambridge,UK,52.2055314,0.1186637
Kentucky,Carlisle,US,36.8432751,-88.9636817
,Carlisle,UK,54.8948478,-2.9362311
Kentucky,Cumberland County,US,36.7934611,-85.3795095
Kentucky,Cumberland Falls,US,36.8387142,-84.3450618
Kentucky,Cumberland Gap,US,36.61881535,-83.64550877077002
,Cumberland Gap,UK,54.95397070607301,-2.982940481944311
Kentucky,Cumberland River,US,37.11162415,-88.21706200534717
Kentucky,Dover,US,38.7581273,-83.8829813
,Dover,UK,51.1251275,1.3134228
Kentucky,Falmouth,US,38.6767366,-84.3304592
,Falmouth,UK,50.1552197,-5.0688262
Kentucky,London,US,37.1283343,-84.0835576
,London,UK,51.4893335,-0.14405508452768728
Kentucky,Manchester,US,37.1537007,-83.7618641
,Manchester,UK,53.4794892,-2.2451148
Kentucky,Middlesboro,US,36.6072968,-83.7143317
Kentucky,Richmond,US,37.7478572,-84.2946539
,Richmond,UK,51.4405529,-0.3076394377337949
Kentucky,Somerset,US,37.0920222,-84.6041084
,Somerset,UK,51.161750850000004,-3.0753867062227487
Kentucky,Williba,US,37.6231427,-83.5690762
Kentucky,Winchester,US,37.990079,-84.1796503
,Winchester,UK,51.0612766,-1.3131692
,Hoyland Common,UK,53.497113,-1.4639515
,Elsecar 2,UK,53.4991137,-1.4241648
Maine,Acton,US,43.534612,-70.909882
,Acton,UK,51.5081402,-0.2732607
Maine,Alton,US,45.0314546,-68.7286452
,Alton,UK,51.1489036,-0.9757677
Maine,Andover,US,44.6356741,-70.7511811
,Andover,UK,51.2078275,-1.479355
Maine,Avon,US,44.806199,-70.271301
,Avon,UK,52.09345017470979,-1.9404751347557299
Maine,Bath,US,43.9133661,-69.8140298
,Bath,UK,51.3813864,-2.3596963
Maine,Beddington,US,44.8481283,-68.0619547
,Beddington,UK,51.3719875,-0.1323928
Maine,Berwick,US,43.2662985,-70.8645854
,Berwick,UK,55.7692442,-2.0026472
Maine,Biddeford,US,43.4925843,-70.4533844
Maine,Boothbay,US,43.8762661,-69.6340697
Maine,Bradford,US,45.066731,-68.937836
,Bradford,UK,53.7944229,-1.7519186
Maine,Bristol,US,43.9572772,-69.5091165
,Bristol,UK,51.4538022,-2.5972985
Maine,Buxton,US,43.612404,-70.540878
,Buxton,UK,53.2593422,-1.9100768
Maine,Cambridge,US,45.024524,-69.474106
,Cambridge,UK,52.2055314,0.1186637
Maine,Chelsea,US,44.2503124,-69.7170797
,Chelsea,UK,51.4875167,-0.1687007
Maine,Cumberland,US,43.8506432,-70.4001498
,Cumberland,UK,54.67842505,-3.304001955591123
Maine,Cumberland County,US,43.8506432,-70.4001498
Maine,Durham,US,43.9750586,-70.123891
,Durham,UK,54.666667,-1.75
Maine,Exeter,US,44.9701457,-69.1411252
,Exeter,UK,50.7256138,-3.5269209
Maine,Falmouth,US,43.729525,-70.241993
,Falmouth,UK,50.1552197,-5.0688262
Maine,Harpswell,US,43.7995474,-69.9876715
,Harpswell,UK,53.3991893,-0.5946262
Maine,Kittery,US,43.088448,-70.736847
,Kittery,UK,54.57534460465426,-1.165180579773409
Maine,Leeds,US,44.303704,-70.119553
,Leeds,UK,53.7974185,-1.5437941
Maine,Limington,US,43.7317442,-70.7108924
,Limington,UK,50.9986279,-2.6555605
Maine,Manchester,US,44.324513,-69.8603256
,Manchester,UK,53.4794892,-2.2451148
Maine,New Gloucester,US,43.9632491,-70.2814344
,New Gloucester,UK,51.8584483,-2.2249038321137435
Maine,Oxford,US,44.4694529,-70.7782375
,Oxford,UK,51.7520131,-1.2578499
Maine,Portland,US,43.6573605,-70.2586618
,Portland,UK,50.5672516,-2.4472529
Maine,Scarborough,US,43.5901655,-70.334505
,Scarborough,UK,54.2820009,-0.4011868
Maine,Waltham,US,44.7092404,-68.3383535
,Waltham,UK,51.1981586,1.0165175
Maine,Wells,US,43.3220487,-70.5807422
,Wells,UK,51.2094511,-2.6451203
Maine,Yarmouth,US,43.8009132,-70.187578
,Yarmouth,UK,52.6071742,1.7314845
Maine,York,US,43.4229305,-70.6546639
,York,UK,53.96565785,-1.0743052444639218
Maine,York County,US,43.4229305,-70.6546639
,York County,UK,40.7532678,-73.9700151
Maryland,Abingdon,US,39.46368165,-76.2727147314057
,Abingdon,UK,51.6714842,-1.2779715
Maryland,Barton,US,39.5306463,-79.0175279
,Barton,UK,51.9673954,-0.4256503
Maryland,Bristol,US,38.7923744,-76.6682504
,Bristol,UK,51.4538022,-2.5972985
Maryland,Cambridge,US,38.5714624,-76.0763177
,Cambridge,UK,52.2055314,0.1186637
Maryland,Cheltenham,US,38.7356711,-76.8263594
,Cheltenham,UK,51.8995685,-2.0711559
Maryland,Chester,US,38.970015950000004,-76.27415904908237
,Chester,UK,53.1908873,-2.8908955
Maryland,Cumberland,US,39.6526498,-78.762383
,Cumberland,UK,54.67842505,-3.304001955591123
Maryland,Doncaster,US,38.4979697,-77.2104706
,Doncaster,UK,53.5227681,-1.1335312
Maryland,Essex,US,39.301058999999995,-76.44248693849093
,Essex,UK,51.77046785,0.46466977412300386
Maryland,Hampstead,US,39.6028444,-76.8534845
,Hampstead,UK,51.55653,-0.1783011
Maryland,Hillsborough,US,39.1195525,-76.8960854
,Hillsborough,UK,53.41137895,-1.500631103337827
Maryland,Kensington,US,39.0258405,-77.0750246
,Kensington,UK,51.4989948,-0.1991229
Maryland,Kent,US,39.2587546,-76.1038454
,Kent,UK,51.20707485,0.7210361813401444
Maryland,Manchester,US,39.6656092,-76.8781927
,Manchester,UK,53.4794892,-2.2451148
Maryland,Millington,US,39.258166,-75.8371586
,Millington,UK,53.95509,-0.7368338
Maryland,Nottingham,US,39.3639964,-76.4521842
,Nottingham,UK,52.9534193,-1.1496461
Maryland,Olney,US,39.146987249999995,-77.07222271590908
,Olney,UK,52.1648634,-0.707555782097275
Maryland,Oxford,US,38.6865072,-76.1716108
,Oxford,UK,51.7520131,-1.2578499
Maryland,Salisbury,US,38.366027,-75.6009964
,Salisbury,UK,51.0690613,-1.7954134
Maryland,Sunderland,US,38.6712298,-76.5980147
,Sunderland,UK,54.9058512,-1.3828727
Maryland,Warwick,US,39.4167785,-75.7782679
,Warwick,UK,52.2814519,-1.5815742
Maryland,Westminster,US,39.5751717,-76.9959168
,Westminster,UK,51.5004439,-0.1265398
Massachusetts,Abington,US,42.1048228,-70.9453218
,Abington,UK,55.492181,-3.6921002
Massachusetts,Acton,US,42.4850931,-71.43284
,Acton,UK,51.5081402,-0.2732607
Massachusetts,Amesbury,US,42.8579536,-70.9300921
,Amesbury,UK,51.17068755,-1.7706128163886845
Massachusetts,Andover,US,42.65717,-71.1408776
,Andover,UK,51.2078275,-1.479355
Massachusetts,Arlington,US,42.4153739,-71.1564428
,Arlington,UK,51.1468971,-3.9840469
Massachusetts,Attleboro,US,41.9439695,-71.2804301
,Attleboro,UK,53.5075313103229,-2.190364240074027
Massachusetts,Avon,US,42.1326216,-71.0401255
,Avon,UK,52.09345017470979,-1.9404751347557299
Massachusetts,Barnstable,US,41.7016936,-70.3036163
,Barnstable,UK,51.59011705,-2.524661201066831
Massachusetts,Bedford,US,42.4917301,-71.2817947
,Bedford,UK,52.1363806,-0.4675041
Massachusetts,Berkley,US,41.8459347,-71.0828222
,Berkley,UK,51.2433224,-2.2727658
Massachusetts,Beverly,US,42.5489744,-70.8781883
,Beverly,UK,50.899014199999996,-1.1810935711600177
Massachusetts,Billerica,US,42.5584264,-71.268947
Massachusetts,Blandford,US,42.1807576,-72.9278159
,Blandford,UK,50.8576197,-2.1631125
Massachusetts,Bolton,US,42.4342336,-71.6097744
,Bolton,UK,53.5782863,-2.4300367
Massachusetts,Boston,US,42.3554334,-71.060511
,Boston,UK,52.9776561,-0.0237985
Massachusetts,Boxford,US,42.6625764,-70.9977456
,Boxford,UK,52.029187,0.8598002
Massachusetts,Bradford,US,42.7652102,-71.0760878
,Bradford,UK,53.7944229,-1.7519186
Massachusetts,Braintree,US,42.2205956,-71.0041229
,Braintree,UK,51.8780637,0.5537161
Massachusetts,Bridgewater,US,41.9902206,-70.9754432
,Bridgewater,UK,51.535283500000006,-0.008877468796799647
Massachusetts,East Bridgewater,US,42.0334341,-70.9592096
,East Bridgewater,UK,53.49211830110158,-2.511434724846326
Massachusetts,West Bridgewater,US,42.0191056,-71.0076743
,West Bridgewater,UK,53.49277124744634,-2.5198329653987184
Massachusetts,Brighton,US,42.3491615,-71.1533859
,Brighton,UK,50.8214626,-0.1400561
Massachusetts,Brimfield,US,42.1224026,-72.2003109
,Brimfield,UK,52.3073006,-2.6971573
Massachusetts,Bristol,US,41.7425538,-71.0856545
,Bristol,UK,51.4538022,-2.5972985
,Burlington (Bridlington),UK,54.088876763158154,-0.20435273210707736
Massachusetts,Cambridge,US,42.3656347,-71.1040018
,Cambridge,UK,52.2055314,0.1186637
Massachusetts,Carlisle,US,42.5292605,-71.3495035
,Carlisle,UK,54.8948478,-2.9362311
Massachusetts,Chatham,US,41.6820563,-69.9597376
,Chatham,UK,51.3819167,0.526559
Massachusetts,Chelmsford,US,42.5968617,-71.3517602
,Chelmsford,UK,51.7345329,0.4730532
Massachusetts,Chelsea,US,42.3912241,-71.0369301
,Chelsea,UK,51.4875167,-0.1687007
Massachusetts,Chester,US,42.2791281,-72.9801282
,Chester,UK,53.1908873,-2.8908955
Massachusetts,Chesterfield,US,42.3919707,-72.8409231
,Chesterfield,UK,53.2352134,-1.4264097
Massachusetts,Chilmark,US,41.343056,-70.7440232
,Chilmark,UK,51.0981059,-2.0509824494241418
Massachusetts,Concord,US,42.4605189,-71.3488963
,Concord,UK,54.912751,-1.5223174
Massachusetts,Dartmouth,US,41.6332267,-70.9879928
,Dartmouth,UK,50.3514839,-3.583844
Massachusetts,Dedham,US,42.2489143,-71.1755732
,Dedham,UK,51.9582605,0.9945379
Massachusetts,Dorchester,US,42.301376000000005,-71.06127441375656
,Dorchester,UK,50.7132064,-2.4371229
Massachusetts,Dover,US,42.2452466,-71.2823588
,Dover,UK,51.1251275,1.3134228
Massachusetts,Dunstable,US,42.674585,-71.4818992
,Dunstable,UK,51.8861316,-0.5209341
Massachusetts,Duxbury,US,42.0417695,-70.672259
,Duxbury,UK,53.786170299999995,-2.385910710494151
Massachusetts,South Duxbury,US,42.0231585,-70.6828145
Massachusetts,Essex,US,42.6320389,-70.7828255
,Essex,UK,51.77046785,0.46466977412300386
Massachusetts,Essex County,US,42.6762973,-70.9486776
,Essex County,UK,51.77046785,0.46466977412300386
Massachusetts,Falmouth,US,41.5514979,-70.6147519
,Falmouth,UK,50.1552197,-5.0688262
Massachusetts,East Falmouth,US,41.5784425,-70.5586401
,East Falmouth,UK,51.5778654,0.0514866
Massachusetts,North Falmouth,US,41.6459404,-70.6183639
Massachusetts,West Falmouth,US,41.6042744,-70.6344749
Massachusetts,Framingham,US,42.2773177,-71.4165905
,Framingham,UK,52.5832701,1.3530809
Massachusetts,Gloucester,US,42.6153595,-70.6624608
,Gloucester,UK,51.8653705,-2.2458192
Massachusetts,Grafton,US,42.2063399,-71.6853877
,Grafton,UK,51.3317928,-1.6236808164821541
Massachusetts,Great Barrington,US,42.1939364,-73.362773
,Great Barrington,UK,51.8208543,-1.6998632
Massachusetts,Groton,US,42.6112242,-71.5745402
,Groton,UK,52.0394482,0.8552061
Massachusetts,Hadley,US,42.3424147,-72.5892108
,Hadley,UK,52.7056375,-2.4875645
Massachusetts,Halifax,US,41.9909554,-70.8620224
,Halifax,UK,53.7229229,-1.8604874
Massachusetts,Harwich,US,41.6862224,-70.0758508
,Harwich,UK,51.9445801,1.2898522
Massachusetts,Hardwick,US,42.349309,-72.1992783
,Hardwick,UK,51.862391450000004,-0.8433466648407594
Massachusetts,Hatfield,US,42.3732087,-72.596091
,Hatfield,UK,51.7634675,-0.2258741
Massachusetts,Haverhill,US,42.7777829,-71.0767724
,Haverhill,UK,52.0832721,0.4353932
Massachusetts,Hingham,US,42.2417669,-70.8897676
,Hingham,UK,52.5796849,0.9845613
